feature_x0,feature_x1,target_y
0.669,0.476,0.573
0.591,0.199,0.395
0.802,0.610,0.706
0.202,0.645,0.423
0.994,0.607,0.800
0.691,0.329,0.510
0.049,0.768,0.408
0.272,0.571,0.421
0.643,0.905,0.774
0.574,0.015,0.294
0.694,0.851,0.772
0.729,0.524,0.626
0.538,0.547,0.542
0.310,0.462,0.386
0.635,0.210,0.422
0.425,0.277,0.351
0.779,0.997,0.888
0.055,0.170,0.113
0.450,0.176,0.313
0.344,0.195,0.270
0.005,0.723,0.364
0.121,0.327,0.224
0.896,0.286,0.591
0.491,0.740,0.616
0.705,0.866,0.785
0.276,0.634,0.455
0.552,0.351,0.452
0.370,0.628,0.499
0.955,0.862,0.908
0.181,0.441,0.311
0.907,0.426,0.666
0.719,0.123,0.421
0.438,0.212,0.325
0.450,0.517,0.483
0.059,0.325,0.192
0.458,0.841,0.649
0.332,0.162,0.247
0.331,0.200,0.266
0.101,0.965,0.533
0.857,0.666,0.761
0.549,0.162,0.355
0.421,0.777,0.599
0.264,0.408,0.336
0.555,0.373,0.464
0.997,0.672,0.835
0.668,0.805,0.737
0.549,0.539,0.544
0.981,0.968,0.975
0.631,0.327,0.479
0.025,0.946,0.485
0.799,0.706,0.752
0.975,0.719,0.847
0.202,0.853,0.527
0.960,0.382,0.671
0.690,0.931,0.810
0.921,0.779,0.850
0.491,0.494,0.492
0.869,0.344,0.607
0.880,0.239,0.559
0.774,0.037,0.406
0.673,0.891,0.782
0.976,0.692,0.834
0.596,0.477,0.536
0.021,0.156,0.088
0.151,0.931,0.541
0.039,0.647,0.343
0.668,0.835,0.751
0.570,0.974,0.772
0.648,0.125,0.387
0.460,0.420,0.440
0.677,0.999,0.838
0.120,0.625,0.372
0.907,0.048,0.477
0.325,0.271,0.298
0.099,0.856,0.477
0.913,0.560,0.737
0.321,0.538,0.429
0.777,0.586,0.681
0.520,0.223,0.371
0.531,0.240,0.386
0.385,0.176,0.281
0.637,0.052,0.344
0.208,0.175,0.192
0.935,0.286,0.611
0.700,0.342,0.521
0.069,0.411,0.240
0.270,0.537,0.404
0.804,0.295,0.549
0.329,0.332,0.331
0.353,0.729,0.541
0.303,0.969,0.636
0.821,0.518,0.669
0.011,0.678,0.344
0.467,0.972,0.720
0.228,0.965,0.597
0.123,0.444,0.283
0.903,0.878,0.890
0.768,0.474,0.621
0.763,0.391,0.577
0.607,0.789,0.698
0.668,0.818,0.743
0.980,0.635,0.807
0.723,0.341,0.532
0.107,0.503,0.305
0.989,0.407,0.698
0.618,0.169,0.394
0.538,0.634,0.586
0.372,0.532,0.452
0.538,0.623,0.581
0.304,0.926,0.615
0.514,0.180,0.347
0.310,0.479,0.395
0.376,0.796,0.586
0.365,0.585,0.475
0.968,0.059,0.513
0.967,0.791,0.879
0.302,0.863,0.583
0.837,0.847,0.842
0.237,0.910,0.574
0.934,0.298,0.616
0.575,0.681,0.628
0.497,0.863,0.680
0.604,0.200,0.402
0.207,0.407,0.307
0.223,0.801,0.512
0.472,0.213,0.343
0.273,0.989,0.631
0.583,0.574,0.579
0.547,0.109,0.328
0.653,0.699,0.676
0.435,0.533,0.484
0.495,0.344,0.419
0.650,0.407,0.528
0.603,0.230,0.416
0.027,0.053,0.040
0.956,0.287,0.622
0.180,0.474,0.327
0.847,0.844,0.846
0.414,0.371,0.393
0.298,0.783,0.540
0.745,0.593,0.669
0.828,0.565,0.697
0.820,0.436,0.628
0.917,0.658,0.787
0.069,0.486,0.278
0.549,0.760,0.654
0.548,0.215,0.382
0.163,0.328,0.245
0.802,0.742,0.772
0.160,0.922,0.541
0.328,0.981,0.654
0.146,0.153,0.149
0.247,0.349,0.298
0.488,0.763,0.625
0.420,0.817,0.619
0.542,0.774,0.658
0.789,0.164,0.476
0.328,0.326,0.327
0.765,0.968,0.867
0.293,0.243,0.268
0.433,0.313,0.373
0.005,0.391,0.198
0.022,0.963,0.492
0.623,0.853,0.738
0.676,0.003,0.340
0.310,0.586,0.448
0.305,0.925,0.615
0.820,0.764,0.792
0.037,0.880,0.459
0.258,0.697,0.477
0.914,0.575,0.745
0.581,0.564,0.573
0.356,0.483,0.419
0.208,0.225,0.216
0.221,0.581,0.401
0.520,0.185,0.352
0.422,0.924,0.673
0.205,0.934,0.570
0.127,0.439,0.283
0.927,0.890,0.908
0.666,0.580,0.623
0.093,0.346,0.220
0.178,0.058,0.118
0.872,0.442,0.657
0.768,0.139,0.454
0.249,0.188,0.218
0.802,0.468,0.635
0.382,0.544,0.463
0.968,0.833,0.900
0.571,0.541,0.556
0.252,0.598,0.425
0.458,0.803,0.630
0.650,0.839,0.745
0.002,0.165,0.084
0.737,0.351,0.544
0.153,0.964,0.558
0.676,0.262,0.469
0.563,0.748,0.655
0.044,0.888,0.466
0.928,0.316,0.622
0.233,0.191,0.212
0.410,0.369,0.390
0.107,0.406,0.257
0.703,0.322,0.512
0.287,0.408,0.347
0.458,0.255,0.356
0.054,0.317,0.185
0.872,0.870,0.871
0.315,0.476,0.396
0.685,0.686,0.685
0.717,0.669,0.693
0.138,0.507,0.323
0.969,0.295,0.632
0.040,0.081,0.060
0.210,0.754,0.482
0.646,0.640,0.643
0.915,0.777,0.846
0.506,0.321,0.413
0.733,0.469,0.601
0.587,0.578,0.583
0.505,0.208,0.356
0.425,0.190,0.307
0.828,0.138,0.483
0.427,0.468,0.448
0.981,0.265,0.623
0.085,0.644,0.364
0.283,0.124,0.203
0.670,0.029,0.349
0.912,0.121,0.516
0.895,0.643,0.769
0.236,0.303,0.270
0.327,0.096,0.211
0.873,0.999,0.936
0.946,0.534,0.740
0.860,0.013,0.436
0.039,0.364,0.202
0.341,0.478,0.409
0.783,0.440,0.612
0.927,0.857,0.892
0.162,0.956,0.559
0.238,0.824,0.531
0.943,0.017,0.480
0.362,0.335,0.348
0.959,0.429,0.694
0.260,0.595,0.427
0.898,0.512,0.705
0.174,0.635,0.405
0.612,0.248,0.430
0.032,0.739,0.386
0.135,0.003,0.069
0.586,0.318,0.452
0.997,0.317,0.657
0.066,0.184,0.125
0.811,0.270,0.540
0.257,0.512,0.385
0.166,0.079,0.122
0.977,0.733,0.855
0.235,0.668,0.452
0.608,0.887,0.748
0.603,0.632,0.618
0.824,0.634,0.729
0.758,0.593,0.675
0.593,0.579,0.586
0.446,0.665,0.555
0.284,0.123,0.203
0.630,0.994,0.812
0.830,0.205,0.517
0.796,0.369,0.583
0.339,0.473,0.406
0.394,0.180,0.287
0.303,0.067,0.185
0.346,0.778,0.562
0.938,0.674,0.806
0.402,0.627,0.514
0.464,0.952,0.708
0.535,0.160,0.347
0.992,0.422,0.707
0.066,0.325,0.196
0.065,0.596,0.331
0.754,0.002,0.378
0.838,0.058,0.448
0.558,0.204,0.381
0.822,0.462,0.642
0.207,0.539,0.373
0.953,0.122,0.537
0.052,0.967,0.509
0.128,0.355,0.241
0.609,0.530,0.570
0.682,0.004,0.343
0.579,0.635,0.607
0.100,0.022,0.061
0.049,0.123,0.086
0.191,0.073,0.132
0.613,0.188,0.401
0.336,0.774,0.555
0.418,0.183,0.300
0.716,0.027,0.371
0.462,0.637,0.549
0.850,0.381,0.616
0.678,0.136,0.407
0.145,0.971,0.558
0.702,0.493,0.598
0.348,0.312,0.330
0.801,0.451,0.626
0.834,0.217,0.525
0.507,0.799,0.653
0.092,0.231,0.162
0.326,0.721,0.523
0.862,0.259,0.560
0.761,0.748,0.754
0.559,0.198,0.379
0.814,0.006,0.410
0.018,0.194,0.106
0.650,0.374,0.512
0.705,0.078,0.392
0.671,0.122,0.397
0.105,0.317,0.211
0.394,0.871,0.632
0.421,0.376,0.399
0.312,0.719,0.515
0.618,0.505,0.561
0.477,0.260,0.368
0.626,0.866,0.746
0.202,0.977,0.590
0.004,0.145,0.074
0.812,0.554,0.683
0.319,0.342,0.331
0.276,0.286,0.281
0.445,0.441,0.443
0.045,0.232,0.139
0.992,0.381,0.686
0.074,0.549,0.311
0.524,0.531,0.527
0.110,0.149,0.130
0.984,0.646,0.815
0.381,0.371,0.376
0.809,0.431,0.620
0.882,0.884,0.883
0.544,0.548,0.546
0.141,0.746,0.444
0.713,0.405,0.559
0.419,0.189,0.304
0.264,0.823,0.543
0.603,0.367,0.485
0.888,0.025,0.457
0.975,0.147,0.561
0.433,0.912,0.672
0.039,0.290,0.165
0.965,0.418,0.692
0.364,0.607,0.485
0.725,0.021,0.373
0.699,0.072,0.386
0.081,0.346,0.213
0.134,0.873,0.503
0.208,0.166,0.187
0.639,0.355,0.497
0.803,0.315,0.559
0.663,0.503,0.583
0.338,0.660,0.499
0.928,0.025,0.476
0.496,0.159,0.328
0.769,0.240,0.504
0.492,0.099,0.295
0.632,0.656,0.644
0.236,0.646,0.441
0.463,0.908,0.685
0.159,0.992,0.576
0.231,0.037,0.134
0.677,0.493,0.585
0.557,0.407,0.482
0.968,0.746,0.857
0.729,0.030,0.380
0.780,0.229,0.504
0.020,0.573,0.296
0.887,0.621,0.754
0.406,0.563,0.484
0.669,0.648,0.658
0.427,0.570,0.498
0.784,0.371,0.578
0.611,0.923,0.767
0.453,0.321,0.387
0.977,0.583,0.780
0.582,0.934,0.758
0.704,0.036,0.370
0.336,0.416,0.376
0.770,0.686,0.728
0.255,0.087,0.171
0.643,0.393,0.518
0.784,0.629,0.707
0.114,0.912,0.513
0.870,0.108,0.489
0.015,0.615,0.315
0.893,0.151,0.522
0.460,0.430,0.445
0.074,0.007,0.041
0.169,0.627,0.398
0.457,0.688,0.573
0.282,0.690,0.486
0.378,0.899,0.638
0.330,0.561,0.446
0.888,0.045,0.467
0.732,0.080,0.406
0.786,0.200,0.493
0.426,0.133,0.280
0.936,0.383,0.659
0.296,0.736,0.516
0.637,0.221,0.429
0.130,0.662,0.396
0.404,0.880,0.642
0.968,0.109,0.538
0.200,0.115,0.158
0.340,0.563,0.452
0.468,0.783,0.625
0.452,0.600,0.526
0.203,0.694,0.449
0.489,0.853,0.671
0.650,0.386,0.518
0.672,0.035,0.353
0.590,0.258,0.424
0.354,0.466,0.410
0.916,0.143,0.529
0.244,0.554,0.399
0.445,0.100,0.273
0.381,0.325,0.353
0.020,0.690,0.355
0.921,0.107,0.514
0.125,0.060,0.092
0.455,0.532,0.493
0.986,0.619,0.802
0.749,0.537,0.643
0.015,0.028,0.021
0.255,0.307,0.281
0.132,0.239,0.185
0.407,0.287,0.347
0.402,0.776,0.589
0.346,0.281,0.314
0.905,0.970,0.938
0.499,0.093,0.296
0.979,0.987,0.983
0.902,0.092,0.497
0.576,0.236,0.406
0.932,0.324,0.628
0.703,0.074,0.389
0.306,0.329,0.318
0.243,0.330,0.286
0.254,0.281,0.268
0.531,0.521,0.526
0.360,0.351,0.355
0.233,0.938,0.586
0.229,0.313,0.271
0.725,0.169,0.447
0.201,0.563,0.382
0.782,0.570,0.676
0.218,0.853,0.535
0.798,0.731,0.764
0.264,0.576,0.420
0.739,0.878,0.808
0.831,0.981,0.906
0.250,0.611,0.430
0.065,0.884,0.474
0.015,0.414,0.214
0.142,0.758,0.450
0.301,0.932,0.617
0.188,0.589,0.389
0.401,0.553,0.477
0.276,0.706,0.491
0.324,0.934,0.629
0.532,0.089,0.310
0.446,0.387,0.416
0.025,0.661,0.343
0.767,0.654,0.711
0.928,0.944,0.936
0.655,0.022,0.339
0.285,0.021,0.153
0.619,0.004,0.311
0.094,0.525,0.309
0.396,0.735,0.566
0.094,0.040,0.067
0.401,0.704,0.552
0.085,0.401,0.243
0.289,0.736,0.512
0.701,0.913,0.807
0.780,0.642,0.711
0.105,0.292,0.199
0.219,0.501,0.360
0.865,0.079,0.472
0.515,0.756,0.635
0.973,0.270,0.622
0.198,0.992,0.595
0.685,0.034,0.359
0.822,0.400,0.611
0.391,0.696,0.543
0.342,0.065,0.203
0.263,0.196,0.230
0.905,0.790,0.848
0.700,0.281,0.490
0.400,0.482,0.441
0.939,0.052,0.495
0.879,0.201,0.540
0.252,0.967,0.610
0.646,0.632,0.639
0.482,0.436,0.459
0.330,0.053,0.192
0.051,0.930,0.490
0.761,0.399,0.580
0.855,0.834,0.845
0.033,0.636,0.335
0.938,0.702,0.820
0.239,0.904,0.572
0.603,0.442,0.522
0.225,0.777,0.501
0.832,0.467,0.649
0.152,0.437,0.294
0.845,0.684,0.764
0.457,0.478,0.468
0.411,0.014,0.212
0.858,0.374,0.616
0.941,0.148,0.544
0.668,0.333,0.500
0.720,0.338,0.529
0.827,0.262,0.544
0.514,0.506,0.510
0.574,0.300,0.437
0.163,0.240,0.202
0.081,0.954,0.517
0.965,1.000,0.983
0.299,0.868,0.584
0.404,0.764,0.584
0.419,0.190,0.304
0.831,0.425,0.628
0.995,0.140,0.568
0.597,0.661,0.629
0.861,0.005,0.433
0.670,0.317,0.493
0.961,0.379,0.670
0.902,0.708,0.805
0.192,0.189,0.191
0.907,0.830,0.869
0.811,0.227,0.519
0.313,0.197,0.255
0.971,0.385,0.678
0.324,0.654,0.489
0.776,0.132,0.454
0.355,0.178,0.267
0.718,0.096,0.407
0.962,0.883,0.922
0.787,0.697,0.742
0.178,0.092,0.135
0.898,0.573,0.736
0.918,0.169,0.543
0.298,0.181,0.239
0.520,0.058,0.289
0.075,0.800,0.438
0.643,0.327,0.485
0.038,0.547,0.292
0.876,0.967,0.921
0.823,0.407,0.615
0.448,0.325,0.387
0.408,0.764,0.586
0.023,0.486,0.255
0.670,0.558,0.614
0.245,0.436,0.341
0.927,0.605,0.766
0.451,0.179,0.315
0.359,0.347,0.353
0.708,0.318,0.513
0.482,0.560,0.521
0.173,0.192,0.182
0.853,0.842,0.848
0.689,0.541,0.615
0.324,0.514,0.419
0.555,0.850,0.703
0.562,0.176,0.369
0.169,0.777,0.473
0.986,0.191,0.589
0.003,0.465,0.234
0.852,0.326,0.589
0.328,0.853,0.591
0.451,0.579,0.515
0.099,0.882,0.490
0.341,0.447,0.394
0.346,0.018,0.182
0.802,0.835,0.819
0.258,0.190,0.224
0.004,0.747,0.376
0.642,0.812,0.727
0.178,0.281,0.230
0.173,0.641,0.407
0.354,0.671,0.512
0.040,0.513,0.277
0.659,0.476,0.568
0.912,0.323,0.618
0.469,0.052,0.261
0.718,0.009,0.363
0.520,0.403,0.462
0.888,0.016,0.452
0.284,0.944,0.614
0.229,0.947,0.588
0.460,0.541,0.500
0.794,0.166,0.480
0.520,0.374,0.447
0.853,0.222,0.537
0.960,0.900,0.930
0.364,0.641,0.502
0.689,0.543,0.616
0.120,0.846,0.483
0.461,0.136,0.298
0.908,0.396,0.652
0.572,0.563,0.568
0.531,0.386,0.459
0.992,0.521,0.756
0.150,0.211,0.180
0.854,0.479,0.666
0.668,0.547,0.608
0.985,0.192,0.589
0.541,0.591,0.566
0.853,0.977,0.915
0.987,0.598,0.792
0.253,0.793,0.523
0.332,0.197,0.265
0.504,0.381,0.443
0.245,0.828,0.536
0.913,0.552,0.733
0.231,0.940,0.586
0.808,0.156,0.482
0.246,0.011,0.129
0.855,0.835,0.845
0.276,0.783,0.529
0.163,0.983,0.573
0.653,0.162,0.407
0.464,0.109,0.286
0.228,0.434,0.331
0.172,0.661,0.416
0.100,0.680,0.390
0.058,0.643,0.350
0.694,0.233,0.464
0.382,0.320,0.351
0.015,0.828,0.421
0.785,0.431,0.608
0.358,0.890,0.624
0.955,0.498,0.727
0.882,0.174,0.528
0.428,0.876,0.652
0.622,0.666,0.644
0.403,0.753,0.578
0.524,0.827,0.675
0.949,0.613,0.781
0.597,0.864,0.731
0.149,0.224,0.186
0.072,0.518,0.295
0.190,0.629,0.409
0.807,0.588,0.698
0.373,0.932,0.652
0.993,0.884,0.939
0.901,0.202,0.551
0.256,0.749,0.502
0.448,0.144,0.296
0.111,0.084,0.098
0.112,0.014,0.063
0.480,0.553,0.516
0.866,0.022,0.444
0.069,0.273,0.171
0.003,0.994,0.498
0.886,0.775,0.831
0.238,0.454,0.346
0.716,0.677,0.697
0.269,0.406,0.338
0.125,0.072,0.099
0.548,0.652,0.600
0.689,0.905,0.797
0.433,0.463,0.448
0.896,0.729,0.812
0.647,0.895,0.771
0.453,0.315,0.384
0.554,0.298,0.426
0.071,0.562,0.317
0.790,0.289,0.539
0.927,0.313,0.620
0.412,0.978,0.695
0.780,0.972,0.876
0.628,0.553,0.591
0.049,0.366,0.207
0.414,0.148,0.281
0.798,0.095,0.447
0.142,0.432,0.287
0.473,0.459,0.466
0.535,0.130,0.333
0.518,0.043,0.281
0.076,0.146,0.111
0.815,0.017,0.416
0.234,0.123,0.178
0.565,0.584,0.575
0.962,0.497,0.730
0.035,0.355,0.195
0.570,0.828,0.699
0.427,0.103,0.265
0.149,0.714,0.431
0.346,0.985,0.665
0.579,0.713,0.646
0.857,0.086,0.471
0.219,0.753,0.486
0.105,0.671,0.388
0.648,0.456,0.552
0.019,0.481,0.250
0.514,0.491,0.502
0.163,0.258,0.210
0.129,0.829,0.479
0.620,0.393,0.506
0.282,0.997,0.639
0.875,0.867,0.871
0.814,0.414,0.614
0.392,0.055,0.224
0.885,0.482,0.683
0.208,0.276,0.242
0.989,0.087,0.538
0.339,0.276,0.307
0.509,0.995,0.752
0.223,0.856,0.539
0.441,0.850,0.645
0.757,0.357,0.557
0.315,0.726,0.520
0.563,0.087,0.325
0.297,0.697,0.497
0.016,0.847,0.431
0.880,0.900,0.890
0.554,0.319,0.436
0.669,0.827,0.748
0.612,0.150,0.381
0.410,0.149,0.280
0.279,0.713,0.496
0.799,0.103,0.451
0.257,0.072,0.165
0.891,0.171,0.531
0.683,0.283,0.483
0.829,0.464,0.646
0.388,0.410,0.399
0.535,0.909,0.722
0.903,0.685,0.794
0.244,0.863,0.553
0.580,0.478,0.529
0.264,0.456,0.360
0.637,0.691,0.664
0.662,0.933,0.797
0.510,0.266,0.388
0.797,0.416,0.607
0.896,0.277,0.587
0.022,0.421,0.222
0.132,0.076,0.104
0.816,0.935,0.875
0.214,0.119,0.167
0.121,0.428,0.275
0.944,0.296,0.620
0.334,0.338,0.336
0.589,0.702,0.645
0.254,0.788,0.521
0.363,0.149,0.256
0.924,0.061,0.492
0.937,0.947,0.942
0.172,0.962,0.567
0.858,0.559,0.709
0.591,0.646,0.619
0.764,0.237,0.500
0.193,0.578,0.386
0.364,0.691,0.527
0.684,0.058,0.371
0.156,0.990,0.573
0.232,0.512,0.372
0.239,0.930,0.585
0.756,0.150,0.453
0.136,0.078,0.107
0.901,0.719,0.810
0.655,0.191,0.423
0.184,0.410,0.297
0.233,0.974,0.604
0.353,0.685,0.519
0.716,0.771,0.744
0.652,0.603,0.627
0.173,0.638,0.406
0.710,0.805,0.757
0.428,0.712,0.570
0.983,0.195,0.589
0.112,0.848,0.480
0.648,0.393,0.520
0.537,0.189,0.363
0.159,0.313,0.236
0.069,0.823,0.446
0.889,0.041,0.465
0.095,0.457,0.276
0.147,0.536,0.342
0.282,0.072,0.177
0.860,0.224,0.542
0.243,0.629,0.436
0.812,0.023,0.417
0.666,0.631,0.648
0.451,0.711,0.581
0.549,0.980,0.764
0.540,0.708,0.624
0.488,0.087,0.287
0.466,0.063,0.265
0.291,0.453,0.372
0.807,0.096,0.452
0.563,0.978,0.770
0.855,0.908,0.881
0.744,0.151,0.448
0.816,0.226,0.521
0.473,0.678,0.576
0.486,0.567,0.526
0.038,0.748,0.393
0.146,0.922,0.534
0.528,0.220,0.374
0.605,0.260,0.432
0.130,0.528,0.329
0.237,0.508,0.372
0.431,0.941,0.686
0.248,0.958,0.603
0.850,0.473,0.661
0.545,0.188,0.366
0.878,0.978,0.928
0.324,0.946,0.635
0.946,0.967,0.957
0.623,0.768,0.696
0.283,0.335,0.309
0.001,0.050,0.025
0.469,0.110,0.289
0.342,0.259,0.300
0.652,0.347,0.499
0.004,0.720,0.362
0.646,0.001,0.324
0.765,0.444,0.605
0.533,0.597,0.565
0.959,0.561,0.760
0.169,0.391,0.280
0.117,0.267,0.192
0.928,0.719,0.824
0.718,0.591,0.654
0.753,0.665,0.709
0.312,0.235,0.274
0.799,0.639,0.719
0.386,0.803,0.595
0.840,0.517,0.678
0.296,0.810,0.553
0.013,0.423,0.218
0.842,0.565,0.704
0.875,0.027,0.451
0.597,0.926,0.761
0.357,0.521,0.439
0.101,0.875,0.488
0.752,0.841,0.796
0.898,0.107,0.502
0.805,0.405,0.605
0.963,0.008,0.485
0.839,0.282,0.560
0.063,0.039,0.051
0.466,0.662,0.564
0.172,0.687,0.429
0.610,0.405,0.507
0.367,0.856,0.612
0.812,0.391,0.602
0.679,0.802,0.741
0.460,0.251,0.355
0.831,0.123,0.477
0.689,0.135,0.412
0.747,0.105,0.426
0.730,0.782,0.756
0.485,0.821,0.653
0.598,0.191,0.395
0.445,0.176,0.310
0.743,0.084,0.413
0.539,0.161,0.350
0.250,0.623,0.436
0.615,0.227,0.421
0.654,0.859,0.756
0.245,0.464,0.354
0.124,0.989,0.556
0.037,0.200,0.118
0.658,0.735,0.697
0.590,0.240,0.415
0.525,0.409,0.467
0.533,0.073,0.303
0.514,0.313,0.413
0.510,0.700,0.605
0.971,0.565,0.768
0.173,0.097,0.135
0.587,0.403,0.495
0.493,0.869,0.681
0.325,0.951,0.638
0.787,0.213,0.500
0.404,0.634,0.519
0.144,0.787,0.466
0.023,0.157,0.090
0.604,0.736,0.670
0.493,0.304,0.399
0.088,0.763,0.425
0.562,0.208,0.385
0.831,0.919,0.875
0.844,0.664,0.754
0.896,0.047,0.471
0.297,0.473,0.385
0.912,0.897,0.904
0.489,0.817,0.653
0.710,0.426,0.568
0.424,0.273,0.348
0.990,0.356,0.673
0.901,0.083,0.492
0.312,0.250,0.281
0.946,0.878,0.912
0.045,0.523,0.284
0.015,0.386,0.201
0.896,0.124,0.510
0.522,0.084,0.303
0.692,0.298,0.495
0.236,0.618,0.427
0.976,0.078,0.527
0.845,0.127,0.486
0.137,0.033,0.085
0.092,0.533,0.312
0.916,0.589,0.752
0.374,0.642,0.508
0.531,0.078,0.304
0.793,0.074,0.433
0.989,0.099,0.544
0.057,0.723,0.390
0.311,0.796,0.553
0.983,0.949,0.966
0.020,0.925,0.472
0.776,0.733,0.754
0.024,0.470,0.247
0.589,0.956,0.772
0.806,0.544,0.675
0.232,0.671,0.452
0.169,0.820,0.494
0.280,0.324,0.302
0.953,0.660,0.806
0.997,0.537,0.767
0.723,0.872,0.797
0.006,0.227,0.117
0.897,0.011,0.454
0.394,0.184,0.289
0.678,0.708,0.693
0.564,0.643,0.604
0.337,0.802,0.570
0.479,0.640,0.559
0.938,0.589,0.763
0.653,0.174,0.413
0.131,0.074,0.102
0.974,0.593,0.783
0.891,0.071,0.481
0.672,0.605,0.638
0.992,0.371,0.681
0.844,0.610,0.727
0.816,0.308,0.562
0.759,0.575,0.667
0.381,0.390,0.386
0.592,0.620,0.606
0.558,0.710,0.634
0.185,0.699,0.442
0.775,0.623,0.699
0.080,0.345,0.212
0.665,0.669,0.667
0.659,0.055,0.357
0.122,0.670,0.396
0.265,0.209,0.237
0.608,0.080,0.344
0.987,0.500,0.744
0.341,0.342,0.342
0.562,0.847,0.705
0.057,0.372,0.214
0.601,0.846,0.724
0.051,0.907,0.479
0.157,0.904,0.530
0.988,0.032,0.510
0.119,0.031,0.075
0.479,0.604,0.541
0.431,0.070,0.251
0.023,0.924,0.473
0.041,0.095,0.068
0.374,0.973,0.673
0.955,0.637,0.796
0.140,0.265,0.203
0.455,0.493,0.474
0.130,0.193,0.162
0.685,0.312,0.498
0.022,0.869,0.446
0.723,0.707,0.715
0.388,0.200,0.294
0.424,0.400,0.412
0.295,0.722,0.508
0.346,0.217,0.281
0.705,0.433,0.569
0.198,0.052,0.125
0.747,0.256,0.501
0.160,0.260,0.210
0.610,0.335,0.472
0.365,0.115,0.240
0.574,0.886,0.730
0.211,0.504,0.357
0.341,0.546,0.444
0.696,0.029,0.362
0.563,0.171,0.367
0.007,0.145,0.076
0.094,0.348,0.221
0.932,0.489,0.711
0.828,0.582,0.705
0.994,0.904,0.949
0.580,0.401,0.490
0.402,0.990,0.696
0.052,0.264,0.158
0.873,0.900,0.886
0.719,0.671,0.695
0.037,0.909,0.473
0.812,0.555,0.683
0.778,0.172,0.475
0.113,0.238,0.175
0.420,0.385,0.403
0.175,0.581,0.378
0.099,0.642,0.370
0.432,0.001,0.216
0.054,0.815,0.434
0.996,0.812,0.904
0.731,0.814,0.772
0.579,0.665,0.622
0.260,0.074,0.167
0.275,0.079,0.177
0.090,0.349,0.220
0.621,0.509,0.565
0.755,0.842,0.798
0.915,0.639,0.777
0.020,0.825,0.422
0.236,0.721,0.478
0.479,0.489,0.484
0.723,0.316,0.519
0.470,0.524,0.497
0.853,0.976,0.914
0.822,0.312,0.567
0.472,0.121,0.296
0.551,0.528,0.539
0.426,0.771,0.599
0.463,0.401,0.432
0.900,0.621,0.760
0.796,0.900,0.848
0.573,0.995,0.784
0.803,0.519,0.661
0.497,0.340,0.418
0.776,0.471,0.624
0.264,0.991,0.627
0.595,0.223,0.409
0.518,0.323,0.420
0.841,0.859,0.850
0.907,0.774,0.841
0.500,0.856,0.678
0.557,0.260,0.408
0.951,0.228,0.590
0.116,0.778,0.447
0.987,0.083,0.535
0.601,0.260,0.430
0.138,0.308,0.223
0.697,0.236,0.467
0.575,0.560,0.568
0.865,0.710,0.787
0.405,0.164,0.284
0.867,0.978,0.922
0.390,0.326,0.358
0.026,0.504,0.265
0.686,0.189,0.438
0.420,0.986,0.703
0.435,0.326,0.381
0.006,0.838,0.422
0.723,0.034,0.379
0.949,0.139,0.544
0.703,0.821,0.762
0.616,0.220,0.418
0.249,0.829,0.539
0.537,0.067,0.302
0.554,0.319,0.436
0.762,0.845,0.803
0.130,0.437,0.283
0.159,0.882,0.520
0.547,0.915,0.731
0.727,0.802,0.764
0.497,0.998,0.748
0.426,0.846,0.636
0.452,0.039,0.245
0.964,0.539,0.751
0.487,0.545,0.516
0.745,0.320,0.532
0.200,0.941,0.571
0.431,0.140,0.285
0.031,0.307,0.169
0.482,0.796,0.639
0.579,0.365,0.472
0.467,0.120,0.293
0.511,0.798,0.654
0.501,0.504,0.502
0.417,0.298,0.357
0.833,0.327,0.580
0.198,0.339,0.269
0.674,0.203,0.439
0.494,0.741,0.618
0.306,0.367,0.337
0.943,0.619,0.781
0.609,0.276,0.443
0.767,0.906,0.837
0.632,0.262,0.447
0.182,0.230,0.206
0.215,0.838,0.526
0.711,0.112,0.411
0.713,0.649,0.681
0.820,0.184,0.502
0.899,0.332,0.616
0.904,0.033,0.469
0.882,0.521,0.702
0.040,0.161,0.101
0.271,0.897,0.584
0.076,0.455,0.266
0.160,0.817,0.488
0.215,0.341,0.278
0.796,0.199,0.497
0.370,0.147,0.259
0.728,0.374,0.551
0.900,0.270,0.585
0.284,0.317,0.300
0.770,0.031,0.401
0.028,0.866,0.447
0.975,0.810,0.892
0.934,0.516,0.725
0.685,0.578,0.631
0.191,0.001,0.096
0.503,0.182,0.343
0.209,0.031,0.120
0.760,0.436,0.598
0.018,0.189,0.103
0.398,0.738,0.568
0.733,0.537,0.635
0.234,0.440,0.337
0.885,0.351,0.618
0.670,0.268,0.469
0.489,0.104,0.296
0.635,0.367,0.501
0.239,0.360,0.299
0.298,0.342,0.320
0.969,0.969,0.969
0.625,0.582,0.604
0.852,0.316,0.584
0.323,0.901,0.612
0.106,0.655,0.381
0.041,0.330,0.185
0.113,0.385,0.249
0.683,0.751,0.717
0.628,0.063,0.345
0.102,0.963,0.532
0.742,0.741,0.742
0.003,0.548,0.276
0.317,0.782,0.549
0.645,0.287,0.466
0.719,0.036,0.378
0.148,0.183,0.166
0.023,0.074,0.049
0.639,0.875,0.757
0.838,0.366,0.602
0.723,0.775,0.749
0.639,0.866,0.752
0.322,0.123,0.223
0.039,0.786,0.412
0.872,0.038,0.455
0.989,0.992,0.991
